subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,三年级上册,Unit 5 The colourful world,12,rainbow,ˈreɪnbəʊ,彩虹,n.,The rainbow is colourful.,彩虹是彩色的。
英语,词汇,人教版 PEP,三年级上册,Unit 6 Useful numbers,1,number,ˈnʌmbə(r),数字,n.,What number is it?,这是数字几？
英语,词汇,人教版 PEP,三年级上册,Unit 6 Useful numbers,2,one,wʌn,一,num.,I have one apple.,我有一个苹果。
英语,词汇,人教版 PEP,三年级上册,Unit 6 Useful numbers,3,two,tuː,二,num.,I have two eyes.,我有两只眼睛。
英语,词汇,人教版 PEP,三年级上册,Unit 6 Useful numbers,4,three,θriː,三,num.,Three birds are singing.,三只鸟在唱歌。
英语,词汇,人教版 PEP,三年级上册,Unit 6 Useful numbers,5,four,fɔː(r),四,num.,Four cats are sleeping.,四只猫在睡觉。
英语,词汇,人教版 PEP,三年级上册,Unit 6 Useful numbers,6,five,faɪv,五,num.,I am five years old.,我五岁了。
英语,词汇,人教版 PEP,三年级上册,Unit 6 Useful numbers,7,six,sɪks,六,num.,Six ducks are swimming.,六只鸭子在游泳。
英语,词汇,人教版 PEP,三年级上册,Unit 6 Useful numbers,8,seven,ˈsevn,七,num.,Seven days make a week.,七天是一周。
英语,词汇,人教版 PEP,三年级上册,Unit 6 Useful numbers,9,eight,eɪt,八,num.,Eight legs has a spider.,蜘蛛有八条腿。
英语,词汇,人教版 PEP,三年级上册,Unit 6 Useful numbers,10,nine,naɪn,九,num.,Nine stars are shining.,九颗星星在闪。
英语,词汇,人教版 PEP,三年级上册,Unit 6 Useful numbers,11,ten,ten,十,num.,I have ten fingers.,我有十根手指。
英语,词汇,人教版 PEP,三年级上册,Unit 6 Useful numbers,12,count,kaʊnt,数（数）,v.,Count from one to ten.,从一数到十。
