subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,八年级下册,Unit 3 Could you please clean your room?,12,hate,heɪt,讨厌；恨,v.,I hate doing chores.,我讨厌做家务。
英语,词汇,人教版 PEP,八年级下册,Unit 4 Why don't you talk to your parents?,1,relation,rɪˈleɪʃn,关系,n.,Good relations matter.,良好的关系很重要。
英语,词汇,人教版 PEP,八年级下册,Unit 4 Why don't you talk to your parents?,2,communication,kəˌmjuːnɪˈkeɪʃn,沟通,n.,Communication is the key.,沟通是关键。
英语,词汇,人教版 PEP,八年级下册,Unit 4 Why don't you talk to your parents?,3,argue,ˈɑːɡjuː,争吵；争论,v.,Do not argue with your parents.,不要和父母争吵。
英语,词汇,人教版 PEP,八年级下册,Unit 4 Why don't you talk to your parents?,4,cloud,klaʊd,云,n.,Black clouds are coming.,乌云来了。
英语,词汇,人教版 PEP,八年级下册,Unit 4 Why don't you talk to your parents?,5,elder,ˈeldə(r),年长的,adj.,My elder brother helps me.,我哥哥帮助我。
英语,词汇,人教版 PEP,八年级下册,Unit 4 Why don't you talk to your parents?,6,instead,ɪnˈsted,代替；反而,adv.,Why not talk instead?,为什么不改为谈一谈呢？
英语,词汇,人教版 PEP,八年级下册,Unit 4 Why don't you talk to your parents?,7,nervous,ˈnɜːvəs,紧张的,adj.,I feel nervous before exams.,考试前我很紧张。
英语,词汇,人教版 PEP,八年级下册,Unit 4 Why don't you talk to your parents?,8,offer,ˈɒfə(r),提供；主动提出,v.,He offered to help me.,他主动提出帮我。
英语,词汇,人教版 PEP,八年级下册,Unit 4 Why don't you talk to your parents?,9,proper,ˈprɒpə(r),合适的,adj.,Find a proper way to talk.,找一个合适的方式谈。
英语,词汇,人教版 PEP,八年级下册,Unit 4 Why don't you talk to your parents?,10,explain,ɪkˈspleɪn,解释,v.,Explain it to your parents.,向你父母解释一下。
英语,词汇,人教版 PEP,八年级下册,Unit 4 Why don't you talk to your parents?,11,return,rɪˈtɜːn,归还；返回,v.,Return the book on time.,按时还书。
英语,词汇,人教版 PEP,八年级下册,Unit 4 Why don't you talk to your parents?,12,compete,kəmˈpiːt,竞争；比赛,v.,We compete with other schools.,我们和其他学校比赛。
英语,词汇,人教版 PEP,八年级下册,Unit 5 What were you doing when the rainstorm came?,1,rainstorm,ˈreɪnstɔːm,暴风雨,n.,The rainstorm came suddenly.,暴风雨突然来了。
英语,词汇,人教版 PEP,八年级下册,Unit 5 What were you doing when the rainstorm came?,2,alarm,əˈlɑːm,闹钟；警报,n.,My alarm goes off at six.,我的闹钟六点响。
英语,词汇,人教版 PEP,八年级下册,Unit 5 What were you doing when the rainstorm came?,3,suddenly,ˈsʌdənli,突然,adv.,It suddenly began to rain.,突然开始下雨了。
英语,词汇,人教版 PEP,八年级下册,Unit 5 What were you doing when the rainstorm came?,4,strange,streɪndʒ,奇怪的,adj.,The weather was strange.,天气很奇怪。
英语,词汇,人教版 PEP,八年级下册,Unit 5 What were you doing when the rainstorm came?,5,report,rɪˈpɔːt,报道；报告,v./n.,The report says it will rain.,报道说要下雨。
英语,词汇,人教版 PEP,八年级下册,Unit 5 What were you doing when the rainstorm came?,6,area,ˈeəriə,地区；区域,n.,The storm hit the area.,暴风雨袭击了该地区。
英语,词汇,人教版 PEP,八年级下册,Unit 5 What were you doing when the rainstorm came?,7,wood,wʊd,木头；树林,n.,The house is made of wood.,这房子是木头做的。
英语,词汇,人教版 PEP,八年级下册,Unit 5 What were you doing when the rainstorm came?,8,light,laɪt,光；灯,n.,The light went out.,灯灭了。
英语,词汇,人教版 PEP,八年级下册,Unit 5 What were you doing when the rainstorm came?,9,window,ˈwɪndəʊ,窗户,n.,Rain beat against the window.,雨点打在窗户上。
英语,词汇,人教版 PEP,八年级下册,Unit 5 What were you doing when the rainstorm came?,10,flashlight,ˈflæʃlaɪt,手电筒,n.,Use a flashlight in the dark.,黑暗中用手电筒。
英语,词汇,人教版 PEP,八年级下册,Unit 5 What were you doing when the rainstorm came?,11,match,mætʃ,火柴；比赛,n.,He lit a match.,他点燃了一根火柴。
英语,词汇,人教版 PEP,八年级下册,Unit 5 What were you doing when the rainstorm came?,12,beat,biːt,敲打；击败,v.,The rain beat the windows.,雨敲打着窗户。
英语,词汇,人教版 PEP,八年级下册,Unit 6 An old man tried to move the mountains.,1,shoot,ʃuːt,射击；射下,v.,Hou Yi shot nine suns.,后羿射下了九个太阳。
英语,词汇,人教版 PEP,八年级下册,Unit 6 An old man tried to move the mountains.,2,stone,stəʊn,石头,n.,He moved the stones away.,他把石头搬走了。
英语,词汇,人教版 PEP,八年级下册,Unit 6 An old man tried to move the mountains.,3,weak,wiːk,虚弱的,adj.,The old man was weak.,这位老人很虚弱。
英语,词汇,人教版 PEP,八年级下册,Unit 6 An old man tried to move the mountains.,4,god,ɡɒd,神；上帝,n.,The gods were moved.,众神被感动了。
英语,词汇,人教版 PEP,八年级下册,Unit 6 An old man tried to move the mountains.,5,remind,rɪˈmaɪnd,提醒；使想起,v.,The story reminds me of my grandpa.,这个故事让我想起了爷爷。
英语,词汇,人教版 PEP,八年级下册,Unit 6 An old man tried to move the mountains.,6,bit,bɪt,一点；小块,n.,He works a bit every day.,他每天做一点。
英语,词汇,人教版 PEP,八年级下册,Unit 6 An old man tried to move the mountains.,7,silly,ˈsɪli,愚蠢的；可笑的,adj.,It sounds silly but true.,听起来可笑但是真的。
英语,词汇,人教版 PEP,八年级下册,Unit 6 An old man tried to move the mountains.,8,magic,ˈmædʒɪk,魔法；神奇的,n./adj.,The stick is magic.,这根棍子有魔法。
英语,词汇,人教版 PEP,八年级下册,Unit 6 An old man tried to move the mountains.,9,object,ˈɒbdʒɪkt,物体；对象,n.,What is that object?,那是什么物体？
英语,词汇,人教版 PEP,八年级下册,Unit 6 An old man tried to move the mountains.,10,hide,haɪd,隐藏,v.,He hid behind the door.,他藏在门后。
英语,词汇,人教版 PEP,八年级下册,Unit 6 An old man tried to move the mountains.,11,tail,teɪl,尾巴,n.,The monkey has a long tail.,猴子有长尾巴。
英语,词汇,人教版 PEP,八年级下册,Unit 6 An old man tried to move the mountains.,12,excite,ɪkˈsaɪt,使兴奋,v.,The story excites the kids.,这个故事让孩子们兴奋。
英语,词汇,人教版 PEP,八年级下册,Unit 7 What's the highest mountain in the world?,1,square,skweə(r),平方；广场,n./adj.,It covers 100 square meters.,它占地一百平方米。
英语,词汇,人教版 PEP,八年级下册,Unit 7 What's the highest mountain in the world?,2,meter,ˈmiːtə(r),米,n.,The wall is 8 meters high.,这堵墙高八米。
英语,词汇,人教版 PEP,八年级下册,Unit 7 What's the highest mountain in the world?,3,deep,diːp,深的,adj.,The lake is very deep.,这个湖很深。
英语,词汇,人教版 PEP,八年级下册,Unit 7 What's the highest mountain in the world?,4,desert,ˈdezət,沙漠,n.,Camels live in the desert.,骆驼生活在沙漠里。
英语,词汇,人教版 PEP,八年级下册,Unit 7 What's the highest mountain in the world?,5,population,ˌpɒpjuˈleɪʃn,人口,n.,The population is growing.,人口在增长。
英语,词汇,人教版 PEP,八年级下册,Unit 7 What's the highest mountain in the world?,6,Asia,ˈeɪʒə,亚洲,n.,China is in Asia.,中国在亚洲。
英语,词汇,人教版 PEP,八年级下册,Unit 7 What's the highest mountain in the world?,7,wall,wɔːl,墙；长城,n.,The Great Wall is famous.,长城很有名。
英语,词汇,人教版 PEP,八年级下册,Unit 7 What's the highest mountain in the world?,8,tour,tʊə(r),旅行；游览,n./v.,We had a tour of the city.,我们游览了这座城市。
英语,词汇,人教版 PEP,八年级下册,Unit 7 What's the highest mountain in the world?,9,tourist,ˈtʊərɪst,游客,n.,Many tourists visit the wall.,很多游客游览长城。
英语,词汇,人教版 PEP,八年级下册,Unit 7 What's the highest mountain in the world?,10,ancient,ˈeɪnʃənt,古代的,adj.,It is an ancient building.,这是一座古建筑。
英语,词汇,人教版 PEP,八年级下册,Unit 7 What's the highest mountain in the world?,11,protect,prəˈtekt,保护,v.,We should protect the mountains.,我们应该保护大山。
英语,词汇,人教版 PEP,八年级下册,Unit 7 What's the highest mountain in the world?,12,achievement,əˈtʃiːvmənt,成就,n.,It is a great achievement.,这是一项伟大的成就。
英语,词汇,人教版 PEP,八年级下册,Unit 8 Have you read Treasure Island yet?,1,treasure,ˈtreʒə(r),宝藏；珍宝,n.,They are looking for treasure.,他们在寻找宝藏。
英语,词汇,人教版 PEP,八年级下册,Unit 8 Have you read Treasure Island yet?,2,island,ˈaɪlənd,岛,n.,Treasure Island is a great book.,《金银岛》是一本好书。
英语,词汇,人教版 PEP,八年级下册,Unit 8 Have you read Treasure Island yet?,3,classic,ˈklæsɪk,经典作品,n.,I like reading classics.,我喜欢读经典。
英语,词汇,人教版 PEP,八年级下册,Unit 8 Have you read Treasure Island yet?,4,page,peɪdʒ,页,n.,Turn to page ten.,翻到第十页。
英语,词汇,人教版 PEP,八年级下册,Unit 8 Have you read Treasure Island yet?,5,hurry,ˈhʌri,赶快；匆忙,v./n.,Hurry up, or we will be late.,快点，否则我们要迟到了。
英语,词汇,人教版 PEP,八年级下册,Unit 8 Have you read Treasure Island yet?,6,due,djuː,到期的,adj.,The book is due tomorrow.,这本书明天到期。
英语,词汇,人教版 PEP,八年级下册,Unit 8 Have you read Treasure Island yet?,7,ship,ʃɪp,船,n.,The ship sailed away.,船开走了。
英语,词汇,人教版 PEP,八年级下册,Unit 8 Have you read Treasure Island yet?,8,tool,tuːl,工具,n.,They made tools on the island.,他们在岛上做工具。
英语,词汇,人教版 PEP,八年级下册,Unit 8 Have you read Treasure Island yet?,9,gun,ɡʌn,枪,n.,He took his gun with him.,他随身带着枪。
英语,词汇,人教版 PEP,八年级下册,Unit 8 Have you read Treasure Island yet?,10,mark,mɑːk,标记；记号,n./v.,Make a mark on the map.,在地图上做个标记。
英语,词汇,人教版 PEP,八年级下册,Unit 8 Have you read Treasure Island yet?,11,sand,sænd,沙；沙滩,n.,They walked on the sand.,他们在沙滩上走。
英语,词汇,人教版 PEP,八年级下册,Unit 8 Have you read Treasure Island yet?,12,towards,təˈwɔːdz,朝；向,prep.,He ran towards the sea.,他朝大海跑去。
英语,词汇,人教版 PEP,八年级下册,Unit 9 Have you ever been to a museum?,1,amusement,əˈmjuːzmənt,娱乐；消遣,n.,Let us go to the amusement park.,我们去游乐园吧。
英语,词汇,人教版 PEP,八年级下册,Unit 9 Have you ever been to a museum?,2,somewhere,ˈsʌmweə(r),某地；某处,adv.,Let us go somewhere interesting.,我们去个有趣的地方吧。
英语,词汇,人教版 PEP,八年级下册,Unit 9 Have you ever been to a museum?,3,camera,ˈkæmərə,照相机,n.,I take photos with my camera.,我用相机拍照。
英语,词汇,人教版 PEP,八年级下册,Unit 9 Have you ever been to a museum?,4,invention,ɪnˈvenʃn,发明（物）,n.,The computer is a great invention.,电脑是一项伟大的发明。
英语,词汇,人教版 PEP,八年级下册,Unit 9 Have you ever been to a museum?,5,invent,ɪnˈvent,发明（动作）,v.,Who invented the telephone?,谁发明了电话？
英语,词汇,人教版 PEP,八年级下册,Unit 9 Have you ever been to a museum?,6,progress,ˈprəʊɡres,进步；进展,n.,Technology progresses fast.,科技进步很快。
英语,词汇,人教版 PEP,八年级下册,Unit 9 Have you ever been to a museum?,7,rapid,ˈræpɪd,迅速的,adj.,The train is rapid.,这列火车很快。
英语,词汇,人教版 PEP,八年级下册,Unit 9 Have you ever been to a museum?,8,unusual,ʌnˈjuːʒuəl,不寻常的,adj.,It is an unusual museum.,这是一座不寻常的博物馆。
英语,词汇,人教版 PEP,八年级下册,Unit 9 Have you ever been to a museum?,9,toilet,ˈtɔɪlət,厕所；马桶,n.,Where is the toilet?,厕所在哪里？
英语,词汇,人教版 PEP,八年级下册,Unit 9 Have you ever been to a museum?,10,encourage,ɪnˈkʌrɪdʒ,鼓励,v.,Teachers encourage us to read.,老师鼓励我们阅读。
英语,词汇,人教版 PEP,八年级下册,Unit 9 Have you ever been to a museum?,11,social,ˈsəʊʃl,社会的；社交的,adj.,We learn social skills here.,我们在这里学习社交技能。
英语,词汇,人教版 PEP,八年级下册,Unit 9 Have you ever been to a museum?,12,peaceful,ˈpiːsfl,和平的；宁静的,adj.,The village is peaceful.,村庄很宁静。
英语,词汇,人教版 PEP,八年级下册,Unit 10 I've had this bike for three years.,1,yard,jɑːd,院子,n.,There is a yard sale today.,今天有庭院旧货出售。
英语,词汇,人教版 PEP,八年级下册,Unit 10 I've had this bike for three years.,2,sweet,swiːt,甜的；可爱的,adj.,The toy brings back sweet memories.,这个玩具唤起了甜蜜的回忆。
英语,词汇,人教版 PEP,八年级下册,Unit 10 I've had this bike for three years.,3,memory,ˈmeməri,记忆；回忆,n.,The photo holds many memories.,这张照片承载着许多回忆。
英语,词汇,人教版 PEP,八年级下册,Unit 10 I've had this bike for three years.,4,cent,sent,分（货币单位）,n.,It costs fifty cents.,它卖五十分。
英语,词汇,人教版 PEP,八年级下册,Unit 10 I've had this bike for three years.,5,toy,tɔɪ,玩具,n.,He gave away his old toys.,他送出了旧玩具。
英语,词汇,人教版 PEP,八年级下册,Unit 10 I've had this bike for three years.,6,bear,beə(r),熊,n.,The teddy bear is old.,这只泰迪熊很旧了。
英语,词汇,人教版 PEP,八年级下册,Unit 10 I've had this bike for three years.,7,maker,ˈmeɪkə(r),制造者；制作者,n.,Who is the maker of this bike?,这辆自行车是谁造的？
英语,词汇,人教版 PEP,八年级下册,Unit 10 I've had this bike for three years.,8,scarf,skɑːf,围巾,n.,The scarf is from Grandma.,这条围巾是奶奶送的。
英语,词汇,人教版 PEP,八年级下册,Unit 10 I've had this bike for three years.,9,soft,sɒft,柔软的,adj.,The toy is soft.,这个玩具很柔软。
英语,词汇,人教版 PEP,八年级下册,Unit 10 I've had this bike for three years.,10,check,tʃek,检查；核对,v.,Check your answers again.,再检查一遍答案。
英语,词汇,人教版 PEP,八年级下册,Unit 10 I've had this bike for three years.,11,board,bɔːd,板；棋盘,n.,The board game is fun.,这个棋盘游戏很好玩。
英语,词汇,人教版 PEP,八年级下册,Unit 10 I've had this bike for three years.,12,clear,klɪə(r),清理；清楚的,v./adj.,Clear out your old things.,清理掉你的旧物。
