subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,六年级上册,Unit 5 What does he do?,1,worker,ˈwɜːkə(r),工人,n.,My uncle is a worker.,我叔叔是工人。
英语,词汇,人教版 PEP,六年级上册,Unit 5 What does he do?,2,postman,ˈpəʊstmən,邮递员,n.,The postman comes every day.,邮递员每天来。
英语,词汇,人教版 PEP,六年级上册,Unit 5 What does he do?,3,businessman,ˈbɪznəsmæn,商人,n.,Her father is a businessman.,她爸爸是商人。
英语,词汇,人教版 PEP,六年级上册,Unit 5 What does he do?,4,police officer,pəˈliːs ˈɒfɪsə(r),警察,n.,My brother is a police officer.,我哥哥是警察。
英语,词汇,人教版 PEP,六年级上册,Unit 5 What does he do?,5,fisherman,ˈfɪʃəmən,渔民,n.,The fisherman works at sea.,渔民在海上工作。
英语,词汇,人教版 PEP,六年级上册,Unit 5 What does he do?,6,scientist,ˈsaɪəntɪst,科学家,n.,The scientist works hard.,科学家工作很努力。
英语,词汇,人教版 PEP,六年级上册,Unit 5 What does he do?,7,pilot,ˈpaɪlət,飞行员,n.,The pilot flies the plane.,飞行员驾驶飞机。
英语,词汇,人教版 PEP,六年级上册,Unit 5 What does he do?,8,coach,kəʊtʃ,教练,n.,Our coach is strict.,我们的教练很严格。
英语,词汇,人教版 PEP,六年级上册,Unit 5 What does he do?,9,factory,ˈfæktri,工厂,n.,He works in a factory.,他在工厂工作。
英语,词汇,人教版 PEP,六年级上册,Unit 5 What does he do?,10,work,wɜːk,工作,v.,She works in a hospital.,她在医院工作。
英语,词汇,人教版 PEP,六年级上册,Unit 5 What does he do?,11,sea,siː,大海,n.,He works near the sea.,他在海边工作。
英语,词汇,人教版 PEP,六年级上册,Unit 5 What does he do?,12,university,ˌjuːnɪˈvɜːsəti,大学,n.,She studies at a university.,她在一所大学学习。
英语,词汇,人教版 PEP,六年级上册,Unit 6 How do you feel?,1,feel,fiːl,感觉,v.,How do you feel?,你感觉怎么样？
英语,词汇,人教版 PEP,六年级上册,Unit 6 How do you feel?,2,angry,ˈæŋɡri,生气的,adj.,The cat is angry.,这只猫生气了。
英语,词汇,人教版 PEP,六年级上册,Unit 6 How do you feel?,3,afraid,əˈfreɪd,害怕的,adj.,The mouse is afraid of the cat.,老鼠害怕猫。
英语,词汇,人教版 PEP,六年级上册,Unit 6 How do you feel?,4,sad,sæd,难过的,adj.,He is sad today.,他今天很难过。
英语,词汇,人教版 PEP,六年级上册,Unit 6 How do you feel?,5,worried,ˈwʌrid,担心的,adj.,Mum is worried about me.,妈妈很担心我。
英语,词汇,人教版 PEP,六年级上册,Unit 6 How do you feel?,6,happy,ˈhæpi,开心的,adj.,We are happy today.,我们今天很开心。
英语,词汇,人教版 PEP,六年级上册,Unit 6 How do you feel?,7,ill,ɪl,生病的,adj.,He is ill in bed.,他卧病在床。
英语,词汇,人教版 PEP,六年级上册,Unit 6 How do you feel?,8,see a doctor,siː ə ˈdɒktə(r),看医生,phr.,You should see a doctor.,你应该去看医生。
英语,词汇,人教版 PEP,六年级上册,Unit 6 How do you feel?,9,wear,weə(r),穿；戴,v.,You should wear warm clothes.,你应该穿暖和的衣服。
英语,词汇,人教版 PEP,六年级上册,Unit 6 How do you feel?,10,more,mɔː(r),更多的,adj.,You should do more exercise.,你应该多运动。
英语,词汇,人教版 PEP,六年级上册,Unit 6 How do you feel?,11,deep,diːp,深的,adj.,Take a deep breath.,深呼吸。
英语,词汇,人教版 PEP,六年级上册,Unit 6 How do you feel?,12,breath,breθ,呼吸,n.,Count to ten and take a breath.,数到十，深呼吸。
