subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,七年级下册,Unit 2 What time do you go to school?,8,never,ˈnevə(r),从不,adv.,He is never late for school.,他上学从不迟到。
英语,词汇,人教版 PEP,七年级下册,Unit 2 What time do you go to school?,9,late,leɪt,迟的,adj.,Do not be late for class.,上课不要迟到。
英语,词汇,人教版 PEP,七年级下册,Unit 2 What time do you go to school?,10,breakfast,ˈbrekfəst,早餐,n.,I eat breakfast at seven.,我七点吃早餐。
英语,词汇,人教版 PEP,七年级下册,Unit 2 What time do you go to school?,11,quickly,ˈkwɪkli,快地,adv.,He runs quickly.,他跑得很快。
英语,词汇,人教版 PEP,七年级下册,Unit 2 What time do you go to school?,12,homework,ˈhəʊmwɜːk,家庭作业,n.,I do my homework after dinner.,我晚饭后做作业。
英语,词汇,人教版 PEP,七年级下册,Unit 3 How do you get to school?,1,train,treɪn,火车,n.,I go home by train.,我乘火车回家。
英语,词汇,人教版 PEP,七年级下册,Unit 3 How do you get to school?,2,bus,bʌs,公交车,n.,The bus is coming.,公交车来了。
英语,词汇,人教版 PEP,七年级下册,Unit 3 How do you get to school?,3,subway,ˈsʌbweɪ,地铁,n.,She takes the subway to work.,她乘地铁上班。
英语,词汇,人教版 PEP,七年级下册,Unit 3 How do you get to school?,4,ride,raɪd,骑（车/马）,v.,I ride my bike to school.,我骑自行车上学。
英语,词汇,人教版 PEP,七年级下册,Unit 3 How do you get to school?,5,bike,baɪk,自行车,n.,My bike is new.,我的自行车是新的。
英语,词汇,人教版 PEP,七年级下册,Unit 3 How do you get to school?,6,sixty,ˈsɪksti,六十,num.,It takes sixty minutes.,要花六十分钟。
英语,词汇,人教版 PEP,七年级下册,Unit 3 How do you get to school?,7,seventy,ˈsevnti,七十,num.,My grandpa is seventy years old.,我爷爷七十岁了。
英语,词汇,人教版 PEP,七年级下册,Unit 3 How do you get to school?,8,eighty,ˈeɪti,八十,num.,There are eighty students.,有八十个学生。
英语,词汇,人教版 PEP,七年级下册,Unit 3 How do you get to school?,9,ninety,ˈnaɪnti,九十,num.,He got ninety points.,他得了九十分。
英语,词汇,人教版 PEP,七年级下册,Unit 3 How do you get to school?,10,hundred,ˈhʌndrəd,一百,num.,One hundred years is a century.,一百年是一个世纪。
英语,词汇,人教版 PEP,七年级下册,Unit 3 How do you get to school?,11,far,fɑː(r),远的,adj.,My home is far from school.,我家离学校很远。
英语,词汇,人教版 PEP,七年级下册,Unit 3 How do you get to school?,12,minute,ˈmɪnɪt,分钟,n.,It takes ten minutes by bike.,骑车要十分钟。
英语,词汇,人教版 PEP,七年级下册,Unit 4 Don't eat in class.,1,rule,ruːl,规则,n.,We must follow the rules.,我们必须遵守规则。
英语,词汇,人教版 PEP,七年级下册,Unit 4 Don't eat in class.,2,arrive,əˈraɪv,到达,v.,He arrives at school on time.,他按时到校。
英语,词汇,人教版 PEP,七年级下册,Unit 4 Don't eat in class.,3,hall,hɔːl,大厅；走廊,n.,Do not run in the hallways.,不要在走廊里跑。
英语,词汇,人教版 PEP,七年级下册,Unit 4 Don't eat in class.,4,listen,ˈlɪsn,听,v.,Listen to the teacher carefully.,认真听老师讲。
英语,词汇,人教版 PEP,七年级下册,Unit 4 Don't eat in class.,5,fight,faɪt,打架；争吵,v.,Do not fight with classmates.,不要和同学打架。
英语,词汇,人教版 PEP,七年级下册,Unit 4 Don't eat in class.,6,sorry,ˈsɒri,抱歉的,adj.,I am sorry for being late.,很抱歉我迟到了。
英语,词汇,人教版 PEP,七年级下册,Unit 4 Don't eat in class.,7,outside,ˌaʊtˈsaɪd,在外面,adv./prep.,It is raining outside.,外面在下雨。
英语,词汇,人教版 PEP,七年级下册,Unit 4 Don't eat in class.,8,wear,weə(r),穿；戴,v.,We wear uniforms on Monday.,我们周一穿校服。
英语,词汇,人教版 PEP,七年级下册,Unit 4 Don't eat in class.,9,important,ɪmˈpɔːtnt,重要的,adj.,Rules are important.,规则很重要。
英语,词汇,人教版 PEP,七年级下册,Unit 4 Don't eat in class.,10,quiet,ˈkwaɪət,安静的,adj.,Please keep quiet in the library.,图书馆里请保持安静。
英语,词汇,人教版 PEP,七年级下册,Unit 4 Don't eat in class.,11,practice,ˈpræktɪs,练习,v./n.,Practice makes perfect.,熟能生巧。
英语,词汇,人教版 PEP,七年级下册,Unit 4 Don't eat in class.,12,remember,rɪˈmembə(r),记住,v.,Remember to bring your books.,记得带上书。
英语,词汇,人教版 PEP,七年级下册,Unit 5 Why do you like pandas?,1,panda,ˈpændə,熊猫,n.,Pandas live in China.,熊猫生活在中国。
英语,词汇,人教版 PEP,七年级下册,Unit 5 Why do you like pandas?,2,zoo,zuː,动物园,n.,We go to the zoo on Sunday.,我们星期天去动物园。
英语,词汇,人教版 PEP,七年级下册,Unit 5 Why do you like pandas?,3,elephant,ˈelɪfənt,大象,n.,Elephants have long noses.,大象有长鼻子。
英语,词汇,人教版 PEP,七年级下册,Unit 5 Why do you like pandas?,4,tiger,ˈtaɪɡə(r),老虎,n.,The tiger is scary.,老虎很吓人。
英语,词汇,人教版 PEP,七年级下册,Unit 5 Why do you like pandas?,5,cute,kjuːt,可爱的,adj.,The panda is cute.,熊猫很可爱。
英语,词汇,人教版 PEP,七年级下册,Unit 5 Why do you like pandas?,6,lazy,ˈleɪzi,懒的,adj.,The cat is lazy.,这只猫很懒。
英语,词汇,人教版 PEP,七年级下册,Unit 5 Why do you like pandas?,7,smart,smɑːt,聪明的,adj.,Dolphins are smart.,海豚很聪明。
英语,词汇,人教版 PEP,七年级下册,Unit 5 Why do you like pandas?,8,beautiful,ˈbjuːtɪfl,美丽的,adj.,The bird is beautiful.,这只鸟很美。
英语,词汇,人教版 PEP,七年级下册,Unit 5 Why do you like pandas?,9,friendly,ˈfrendli,友好的,adj.,Koalas are friendly.,考拉很友好。
英语,词汇,人教版 PEP,七年级下册,Unit 5 Why do you like pandas?,10,shy,ʃaɪ,害羞的,adj.,The panda is kind of shy.,熊猫有点害羞。
英语,词汇,人教版 PEP,七年级下册,Unit 5 Why do you like pandas?,11,save,seɪv,拯救,v.,We must save the elephants.,我们必须拯救大象。
英语,词汇,人教版 PEP,七年级下册,Unit 5 Why do you like pandas?,12,flag,flæɡ,旗帜,n.,The flag is white and red.,旗帜是白红相间的。
英语,词汇,人教版 PEP,七年级下册,Unit 6 I'm watching TV.,1,newspaper,ˈnjuːzpeɪpə(r),报纸,n.,Dad is reading a newspaper.,爸爸在看报纸。
英语,词汇,人教版 PEP,七年级下册,Unit 6 I'm watching TV.,2,use,juːz,使用,v.,Can I use your phone?,我能用一下你的电话吗？
英语,词汇,人教版 PEP,七年级下册,Unit 6 I'm watching TV.,3,soup,suːp,汤,n.,Mum is making soup.,妈妈在做汤。
英语,词汇,人教版 PEP,七年级下册,Unit 6 I'm watching TV.,4,wash,wɒʃ,洗,v.,He is washing the dishes.,他在洗碗。
英语,词汇,人教版 PEP,七年级下册,Unit 6 I'm watching TV.,5,movie,ˈmuːvi,电影,n.,Let us go to the movies.,我们去看电影吧。
英语,词汇,人教版 PEP,七年级下册,Unit 6 I'm watching TV.,6,just,dʒʌst,只是；恰好,adv.,He is just eating dinner.,他只是在吃晚饭。
英语,词汇,人教版 PEP,七年级下册,Unit 6 I'm watching TV.,7,house,haʊs,房子,n.,They are cleaning the house.,他们在打扫房子。
英语,词汇,人教版 PEP,七年级下册,Unit 6 I'm watching TV.,8,drink tea,drɪŋk tiː,喝茶,phr.,Grandpa is drinking tea.,爷爷在喝茶。
英语,词汇,人教版 PEP,七年级下册,Unit 6 I'm watching TV.,9,tomorrow,təˈmɒrəʊ,明天,n./adv.,See you tomorrow.,明天见。
英语,词汇,人教版 PEP,七年级下册,Unit 6 I'm watching TV.,10,pool,puːl,游泳池,n.,He is swimming in the pool.,他在游泳池里游泳。
英语,词汇,人教版 PEP,七年级下册,Unit 6 I'm watching TV.,11,shop,ʃɒp,商店；购物,n./v.,Mum is shopping at the mall.,妈妈在商场购物。
英语,词汇,人教版 PEP,七年级下册,Unit 6 I'm watching TV.,12,still,stɪl,仍然,adv.,He is still working.,他还在工作。
英语,词汇,人教版 PEP,七年级下册,Unit 7 It's raining!,1,rain,reɪn,下雨；雨,v./n.,It is raining outside.,外面在下雨。
英语,词汇,人教版 PEP,七年级下册,Unit 7 It's raining!,2,windy,ˈwɪndi,有风的,adj.,It is windy today.,今天有风。
英语,词汇,人教版 PEP,七年级下册,Unit 7 It's raining!,3,cloudy,ˈklaʊdi,多云的,adj.,It is cloudy in Beijing.,北京多云。
英语,词汇,人教版 PEP,七年级下册,Unit 7 It's raining!,4,sunny,ˈsʌni,晴朗的,adj.,It is sunny in Shanghai.,上海晴天。
英语,词汇,人教版 PEP,七年级下册,Unit 7 It's raining!,5,snow,snəʊ,下雪；雪,v./n.,It is snowing in Moscow.,莫斯科在下雪。
英语,词汇,人教版 PEP,七年级下册,Unit 7 It's raining!,6,weather,ˈweðə(r),天气,n.,How is the weather?,天气怎么样？
英语,词汇,人教版 PEP,七年级下册,Unit 7 It's raining!,7,cook,kʊk,做饭,v.,Dad is cooking dinner.,爸爸在做晚饭。
英语,词汇,人教版 PEP,七年级下册,Unit 7 It's raining!,8,park,pɑːk,公园,n.,They are playing in the park.,他们在公园里玩。
英语,词汇,人教版 PEP,七年级下册,Unit 7 It's raining!,9,message,ˈmesɪdʒ,消息；口信,n.,Can I take a message?,需要我捎个口信吗？
英语,词汇,人教版 PEP,七年级下册,Unit 7 It's raining!,10,take a message,teɪk ə ˈmesɪdʒ,捎口信,phr.,Can you take a message for me?,你能帮我捎个口信吗？
英语,词汇,人教版 PEP,七年级下册,Unit 7 It's raining!,11,call back,kɔːl bæk,回电话,phr.,Please call me back later.,请稍后给我回电话。
英语,词汇,人教版 PEP,七年级下册,Unit 7 It's raining!,12,problem,ˈprɒbləm,问题,n.,No problem!,没问题！
英语,词汇,人教版 PEP,七年级下册,Unit 8 Is there a post office near here?,1,post office,pəʊst ˈɒfɪs,邮局,n.,The post office is on Green Street.,邮局在格林街。
英语,词汇,人教版 PEP,七年级下册,Unit 8 Is there a post office near here?,2,police station,pəˈliːs ˈsteɪʃn,警察局,n.,The police station is near my home.,警察局在我家附近。
英语,词汇,人教版 PEP,七年级下册,Unit 8 Is there a post office near here?,3,hotel,həʊˈtel,旅馆,n.,The hotel is across from the park.,旅馆在公园对面。
英语,词汇,人教版 PEP,七年级下册,Unit 8 Is there a post office near here?,4,restaurant,ˈrestrɒnt,餐馆,n.,The restaurant is next to the bank.,餐馆在银行旁边。
英语,词汇,人教版 PEP,七年级下册,Unit 8 Is there a post office near here?,5,bank,bæŋk,银行,n.,There is a bank on Bridge Street.,大桥街有一家银行。
英语,词汇,人教版 PEP,七年级下册,Unit 8 Is there a post office near here?,6,hospital,ˈhɒspɪtl,医院,n.,The hospital is behind the hotel.,医院在旅馆后面。
英语,词汇,人教版 PEP,七年级下册,Unit 8 Is there a post office near here?,7,street,striːt,街道,n.,The restaurant is on this street.,餐馆在这条街上。
英语,词汇,人教版 PEP,七年级下册,Unit 8 Is there a post office near here?,8,pay phone,peɪ fəʊn,付费电话,n.,The pay phone is across from the library.,付费电话在图书馆对面。
英语,词汇,人教版 PEP,七年级下册,Unit 8 Is there a post office near here?,9,near,nɪə(r),在……附近,prep.,The bank is near the post office.,银行在邮局附近。
英语,词汇,人教版 PEP,七年级下册,Unit 8 Is there a post office near here?,10,across,əˈkrɒs,在……对面,prep.,The hotel is across from the bank.,旅馆在银行对面。
英语,词汇,人教版 PEP,七年级下册,Unit 8 Is there a post office near here?,11,front,frʌnt,前面,n.,The garden is in front of the house.,花园在房子前面。
英语,词汇,人教版 PEP,七年级下册,Unit 8 Is there a post office near here?,12,behind,bɪˈhaɪnd,在……后面,prep.,The park is behind the hospital.,公园在医院后面。
英语,词汇,人教版 PEP,七年级下册,Unit 9 What does he look like?,1,curly,ˈkɜːli,卷曲的,adj.,She has curly hair.,她有一头卷发。
英语,词汇,人教版 PEP,七年级下册,Unit 9 What does he look like?,2,straight,streɪt,直的,adj.,Her hair is straight.,她的头发是直的。
英语,词汇,人教版 PEP,七年级下册,Unit 9 What does he look like?,3,tall,tɔːl,高的,adj.,The basketball player is tall.,这位篮球运动员很高。
英语,词汇,人教版 PEP,七年级下册,Unit 9 What does he look like?,4,medium,ˈmiːdiəm,中等的,adj.,He is of medium height.,他中等身高。
英语,词汇,人教版 PEP,七年级下册,Unit 9 What does he look like?,5,height,haɪt,身高,n.,What is your height?,你身高多少？
英语,词汇,人教版 PEP,七年级下册,Unit 9 What does he look like?,6,thin,θɪn,瘦的,adj.,The man is thin.,这个男人很瘦。
英语,词汇,人教版 PEP,七年级下册,Unit 9 What does he look like?,7,heavy,ˈhevi,重的；胖的,adj.,He is a little heavy.,他有点胖。
英语,词汇,人教版 PEP,七年级下册,Unit 9 What does he look like?,8,build,bɪld,身材；体格,n.,He is of medium build.,他中等身材。
英语,词汇,人教版 PEP,七年级下册,Unit 9 What does he look like?,9,hair,heə(r),头发,n.,She has long hair.,她有一头长发。
英语,词汇,人教版 PEP,七年级下册,Unit 9 What does he look like?,10,look like,lʊk laɪk,看起来像,phr.,What does he look like?,他长什么样？
英语,词汇,人教版 PEP,七年级下册,Unit 9 What does he look like?,11,glasses,ˈɡlɑːsɪz,眼镜,n.,He wears glasses.,他戴眼镜。
英语,词汇,人教版 PEP,七年级下册,Unit 9 What does he look like?,12,handsome,ˈhænsəm,英俊的,adj.,The actor is handsome.,这位演员很英俊。
英语,词汇,人教版 PEP,七年级下册,Unit 10 I'd like some noodles.,1,noodle,ˈnuːdl,面条（常用复数）,n.,I would like some noodles.,我想要一些面条。
英语,词汇,人教版 PEP,七年级下册,Unit 10 I'd like some noodles.,2,mutton,ˈmʌtn,羊肉,n.,Mutton noodles are delicious.,羊肉面很好吃。
英语,词汇,人教版 PEP,七年级下册,Unit 10 I'd like some noodles.,3,beef,biːf,牛肉,n.,Beef noodles are popular.,牛肉面很受欢迎。
英语,词汇,人教版 PEP,七年级下册,Unit 10 I'd like some noodles.,4,cabbage,ˈkæbɪdʒ,卷心菜,n.,I like cabbage dumplings.,我喜欢白菜饺子。
英语,词汇,人教版 PEP,七年级下册,Unit 10 I'd like some noodles.,5,potato,pəˈteɪtəʊ,土豆,n.,Would you like some potatoes?,你想要些土豆吗？
英语,词汇,人教版 PEP,七年级下册,Unit 10 I'd like some noodles.,6,special,ˈspeʃl,特别的；特色菜,adj./n.,What is the special today?,今天的特色菜是什么？
英语,词汇,人教版 PEP,七年级下册,Unit 10 I'd like some noodles.,7,would like,wʊd laɪk,想要,phr.,I would like a large bowl.,我想要一个大碗。
英语,词汇,人教版 PEP,七年级下册,Unit 10 I'd like some noodles.,8,bowl,bəʊl,碗,n.,"A bowl of noodles, please.",请来一碗面条。
英语,词汇,人教版 PEP,七年级下册,Unit 10 I'd like some noodles.,9,large,lɑːdʒ,大的,adj.,I would like a large bowl.,我想要一个大碗。
英语,词汇,人教版 PEP,七年级下册,Unit 10 I'd like some noodles.,10,order,ˈɔːdə(r),点（菜）；订单,v./n.,May I take your order?,可以点菜了吗？
英语,词汇,人教版 PEP,七年级下册,Unit 10 I'd like some noodles.,11,size,saɪz,尺寸；大小,n.,What size would you like?,您要多大份的？
英语,词汇,人教版 PEP,七年级下册,Unit 10 I'd like some noodles.,12,dumpling,ˈdʌmplɪŋ,饺子,n.,We eat dumplings in winter.,我们冬天吃饺子。
英语,词汇,人教版 PEP,七年级下册,Unit 11 How was your school trip?,1,milk,mɪlk,牛奶；挤奶,n./v.,The farmer is milking the cow.,农民正在挤牛奶。
英语,词汇,人教版 PEP,七年级下册,Unit 11 How was your school trip?,2,cow,kaʊ,奶牛,n.,The cow is big.,这头奶牛很大。
英语,词汇,人教版 PEP,七年级下册,Unit 11 How was your school trip?,3,horse,hɔːs,马,n.,I rode a horse on the farm.,我在农场骑了马。
英语,词汇,人教版 PEP,七年级下册,Unit 11 How was your school trip?,4,feed,fiːd,喂；饲养,v.,I fed the chickens on the farm.,我在农场喂了鸡。
英语,词汇,人教版 PEP,七年级下册,Unit 11 How was your school trip?,5,farmer,ˈfɑːmə(r),农民,n.,The farmer grows vegetables.,这位农民种蔬菜。
英语,词汇,人教版 PEP,七年级下册,Unit 11 How was your school trip?,6,grow,ɡrəʊ,种植；生长,v.,Farmers grow rice here.,农民在这里种水稻。
英语,词汇,人教版 PEP,七年级下册,Unit 11 How was your school trip?,7,farm,fɑːm,农场,n.,The farm is beautiful.,农场很美。
英语,词汇,人教版 PEP,七年级下册,Unit 11 How was your school trip?,8,pick,pɪk,摘；采,v.,We picked strawberries on the farm.,我们在农场摘了草莓。
英语,词汇,人教版 PEP,七年级下册,Unit 11 How was your school trip?,9,excellent,ˈeksələnt,极好的,adj.,The trip was excellent.,这次旅行棒极了。
英语,词汇,人教版 PEP,七年级下册,Unit 11 How was your school trip?,10,countryside,ˈkʌntrisaɪd,乡村；郊外,n.,The countryside is quiet.,乡村很安静。
英语,词汇,人教版 PEP,七年级下册,Unit 11 How was your school trip?,11,yesterday,ˈjestədeɪ,昨天,n./adv.,It rained yesterday.,昨天下了雨。
英语,词汇,人教版 PEP,七年级下册,Unit 11 How was your school trip?,12,flower,ˈflaʊə(r),花,n.,The flowers are beautiful.,这些花很美。
英语,词汇,人教版 PEP,七年级下册,Unit 12 What did you do last weekend?,1,camp,kæmp,露营；营地,v./n.,We camped by the lake.,我们在湖边露营。
英语,词汇,人教版 PEP,七年级下册,Unit 12 What did you do last weekend?,2,lake,leɪk,湖,n.,The lake is beautiful.,湖很美。
英语,词汇,人教版 PEP,七年级下册,Unit 12 What did you do last weekend?,3,beach,biːtʃ,海滩,n.,We played on the beach.,我们在海滩上玩。
英语,词汇,人教版 PEP,七年级下册,Unit 12 What did you do last weekend?,4,badminton,ˈbædmɪntən,羽毛球,n.,I played badminton with friends.,我和朋友打了羽毛球。
英语,词汇,人教版 PEP,七年级下册,Unit 12 What did you do last weekend?,5,sheep,ʃiːp,绵羊,n.,There are many sheep on the farm.,农场里有很多绵羊。
英语,词汇,人教版 PEP,七年级下册,Unit 12 What did you do last weekend?,6,natural,ˈnætʃrəl,自然的,adj.,The Natural History Museum is big.,自然历史博物馆很大。
英语,词汇,人教版 PEP,七年级下册,Unit 12 What did you do last weekend?,7,butterfly,ˈbʌtəflaɪ,蝴蝶,n.,The butterfly is beautiful.,蝴蝶很美。
英语,词汇,人教版 PEP,七年级下册,Unit 12 What did you do last weekend?,8,visitor,ˈvɪzɪtə(r),游客,n.,Many visitors come here every year.,每年很多游客来这里。
英语,词汇,人教版 PEP,七年级下册,Unit 12 What did you do last weekend?,9,tired,ˈtaɪəd,累的,adj.,I was tired after the trip.,旅行后我很累。
英语,词汇,人教版 PEP,七年级下册,Unit 12 What did you do last weekend?,10,stay,steɪ,停留；待,v.,We stayed there for two days.,我们在那里待了两天。
英语,词汇,人教版 PEP,七年级下册,Unit 12 What did you do last weekend?,11,mouse,maʊs,老鼠,n.,The mouse is small.,老鼠很小。
英语,词汇,人教版 PEP,七年级下册,Unit 12 What did you do last weekend?,12,shout,ʃaʊt,喊叫,v.,Do not shout in the tent.,不要在帐篷里喊叫。
