subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,六年级下册,Unit 4 Then and now,3,gym,dʒɪm,体育馆,n.,Our school has a new gym.,我们学校有一个新体育馆。
英语,词汇,人教版 PEP,六年级下册,Unit 4 Then and now,4,dining hall,ˈdaɪnɪŋ hɔːl,食堂,n.,We eat in the dining hall.,我们在食堂吃饭。
英语,词汇,人教版 PEP,六年级下册,Unit 4 Then and now,5,grass,ɡrɑːs,草；草坪,n.,Do not walk on the grass.,不要踩草坪。
英语,词汇,人教版 PEP,六年级下册,Unit 4 Then and now,6,ice-skate,ˈaɪs skeɪt,滑冰,v.,I can ice-skate now.,我现在会滑冰了。
英语,词汇,人教版 PEP,六年级下册,Unit 4 Then and now,7,star,stɑː(r),星星,n.,I can see many stars tonight.,今晚我能看到很多星星。
英语,词汇,人教版 PEP,六年级下册,Unit 4 Then and now,8,easy,ˈiːzi,容易的,adj.,This question is easy.,这个问题很容易。
英语,词汇,人教版 PEP,六年级下册,Unit 4 Then and now,9,look up,lʊk ʌp,查阅；抬头看,phr.,Look up the word in the dictionary.,在词典里查这个单词。
英语,词汇,人教版 PEP,六年级下册,Unit 4 Then and now,10,Internet,ˈɪntənet,互联网,n.,I learn on the Internet.,我在网上学习。
英语,词汇,人教版 PEP,六年级下册,Unit 4 Then and now,11,active,ˈæktɪv,活跃的,adj.,He is active in class now.,他现在上课很活跃。
英语,词汇,人教版 PEP,六年级下册,Unit 4 Then and now,12,race,reɪs,赛跑,n.,He won the race yesterday.,他昨天赢了赛跑。
