subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,五年级下册,Unit 3 My school calendar,9,September,sepˈtembə(r),九月,n.,School starts in September.,学校九月开学。
英语,词汇,人教版 PEP,五年级下册,Unit 3 My school calendar,10,October,ɒkˈtəʊbə(r),十月,n.,National Day is in October.,国庆节在十月。
英语,词汇,人教版 PEP,五年级下册,Unit 3 My school calendar,11,November,nəʊˈvembə(r),十一月,n.,November is cool.,十一月很凉爽。
英语,词汇,人教版 PEP,五年级下册,Unit 3 My school calendar,12,December,dɪˈsembə(r),十二月,n.,December is cold.,十二月很冷。
英语,词汇,人教版 PEP,五年级下册,Unit 4 When is the art show?,1,first,fɜːst,第一（的）,num./adj.,May first is Labour Day.,五月一日是劳动节。
英语,词汇,人教版 PEP,五年级下册,Unit 4 When is the art show?,2,second,ˈsekənd,第二（的）,num./adj.,He is the second tallest.,他是第二高的。
英语,词汇,人教版 PEP,五年级下册,Unit 4 When is the art show?,3,third,θɜːd,第三（的）,num./adj.,March is the third month.,三月是第三个月。
英语,词汇,人教版 PEP,五年级下册,Unit 4 When is the art show?,4,fourth,fɔːθ,第四（的）,num./adj.,April is the fourth month.,四月是第四个月。
英语,词汇,人教版 PEP,五年级下册,Unit 4 When is the art show?,5,fifth,fɪfθ,第五（的）,num./adj.,May is the fifth month.,五月是第五个月。
英语,词汇,人教版 PEP,五年级下册,Unit 4 When is the art show?,6,sixth,sɪksθ,第六（的）,num./adj.,June is the sixth month.,六月是第六个月。
英语,词汇,人教版 PEP,五年级下册,Unit 4 When is the art show?,7,seventh,ˈsevnθ,第七（的）,num./adj.,July is the seventh month.,七月是第七个月。
英语,词汇,人教版 PEP,五年级下册,Unit 4 When is the art show?,8,eighth,eɪtθ,第八（的）,num./adj.,August is the eighth month.,八月是第八个月。
英语,词汇,人教版 PEP,五年级下册,Unit 4 When is the art show?,9,ninth,naɪnθ,第九（的）,num./adj.,September is the ninth month.,九月是第九个月。
英语,词汇,人教版 PEP,五年级下册,Unit 4 When is the art show?,10,tenth,tenθ,第十（的）,num./adj.,October is the tenth month.,十月是第十个月。
英语,词汇,人教版 PEP,五年级下册,Unit 4 When is the art show?,11,special,ˈspeʃl,特别的,adj.,Today is a special day.,今天是特别的一天。
英语,词汇,人教版 PEP,五年级下册,Unit 4 When is the art show?,12,show,ʃəʊ,展览；表演,n.,The art show is great.,美术展很棒。
英语,词汇,人教版 PEP,五年级下册,Unit 5 Whose dog is it?,1,whose,huːz,谁的,pron.,Whose dog is it?,这是谁的狗？
英语,词汇,人教版 PEP,五年级下册,Unit 5 Whose dog is it?,2,mine,maɪn,我的（名词性物主代词）,pron.,The book is mine.,这本书是我的。
英语,词汇,人教版 PEP,五年级下册,Unit 5 Whose dog is it?,3,yours,jɔːz,你的（名词性物主代词）,pron.,Is this bag yours?,这个包是你的吗？
英语,词汇,人教版 PEP,五年级下册,Unit 5 Whose dog is it?,4,his,hɪz,他的（名词性物主代词）,pron.,The pen is his.,这支钢笔是他的。
英语,词汇,人教版 PEP,五年级下册,Unit 5 Whose dog is it?,5,hers,hɜːz,她的（名词性物主代词）,pron.,The ruler is hers.,这把尺子是她的。
英语,词汇,人教版 PEP,五年级下册,Unit 5 Whose dog is it?,6,theirs,ðeəz,他们的（名词性物主代词）,pron.,The classroom is theirs.,这间教室是他们的。
英语,词汇,人教版 PEP,五年级下册,Unit 5 Whose dog is it?,7,ours,ˈaʊəz,我们的（名词性物主代词）,pron.,The garden is ours.,这个花园是我们的。
英语,词汇,人教版 PEP,五年级下册,Unit 5 Whose dog is it?,8,climb,klaɪm,爬,v.,The cat can climb trees.,猫会爬树。
英语,词汇,人教版 PEP,五年级下册,Unit 5 Whose dog is it?,9,jump,dʒʌmp,跳,v.,The dog can jump high.,狗能跳得很高。
英语,词汇,人教版 PEP,五年级下册,Unit 5 Whose dog is it?,10,run,rʌn,跑,v.,The dog is running.,狗在跑。
英语,词汇,人教版 PEP,五年级下册,Unit 5 Whose dog is it?,11,play,pleɪ,玩,v.,The dog is playing with a ball.,狗在玩球。
英语,词汇,人教版 PEP,五年级下册,Unit 5 Whose dog is it?,12,sleep,sliːp,睡觉,v.,The cat is sleeping.,猫在睡觉。
英语,词汇,人教版 PEP,五年级下册,Unit 6 Work quietly!,1,quietly,ˈkwaɪətli,安静地,adv.,Talk quietly, please.,请小声说话。
英语,词汇,人教版 PEP,五年级下册,Unit 6 Work quietly!,2,talk,tɔːk,说话；交谈,v.,Do not talk in the library.,图书馆里不要说话。
英语,词汇,人教版 PEP,五年级下册,Unit 6 Work quietly!,3,keep,kiːp,保持,v.,Keep your desk clean.,保持桌面整洁。
英语,词汇,人教版 PEP,五年级下册,Unit 6 Work quietly!,4,clean,kliːn,干净的；打扫,adj./v.,Keep the room clean.,保持房间干净。
英语,词汇,人教版 PEP,五年级下册,Unit 6 Work quietly!,5,read,riːd,阅读,v.,Read quietly in the library.,在图书馆安静阅读。
英语,词汇,人教版 PEP,五年级下册,Unit 6 Work quietly!,6,listen,ˈlɪsn,听,v.,Listen to the teacher.,听老师讲。
英语,词汇,人教版 PEP,五年级下册,Unit 6 Work quietly!,7,take turns,teɪk tɜːnz,轮流,phr.,We take turns to answer.,我们轮流回答。
英语,词汇,人教版 PEP,五年级下册,Unit 6 Work quietly!,8,work,wɜːk,工作；学习,v./n.,We work quietly in class.,我们课上安静学习。
英语,词汇,人教版 PEP,五年级下册,Unit 6 Work quietly!,9,show,ʃəʊ,给……看；展示,v.,Show me your book.,给我看你的书。
英语,词汇,人教版 PEP,五年级下册,Unit 6 Work quietly!,10,anything,ˈeniθɪŋ,任何事,pron.,Is there anything else?,还有别的吗？
英语,词汇,人教版 PEP,五年级下册,Unit 6 Work quietly!,11,else,els,其他；另外,adv.,Anything else?,还有别的吗？
英语,词汇,人教版 PEP,五年级下册,Unit 6 Work quietly!,12,exhibition,ˌeksɪˈbɪʃn,展览,n.,The exhibition is wonderful.,展览很精彩。
