subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,八年级上册,Unit 2 How often do you exercise?,11,least,liːst,最少；最小,adj./adv.,At least three times a week.,至少一周三次。
英语,词汇,人教版 PEP,八年级上册,Unit 2 How often do you exercise?,12,junk food,dʒʌŋk fuːd,垃圾食品,n.,Eat less junk food.,少吃垃圾食品。
英语,词汇,人教版 PEP,八年级上册,Unit 3 I'm more outgoing than my sister.,1,outgoing,ˈaʊtɡəʊɪŋ,外向的,adj.,My sister is more outgoing than me.,我妹妹比我外向。
英语,词汇,人教版 PEP,八年级上册,Unit 3 I'm more outgoing than my sister.,2,louder,ˈlaʊdə(r),更大声的,adj.,He speaks louder than me.,他说话比我大声。
英语,词汇,人教版 PEP,八年级上册,Unit 3 I'm more outgoing than my sister.,3,quieter,ˈkwaɪətə(r),更安静的,adj.,She is quieter than her sister.,她比她妹妹安静。
英语,词汇,人教版 PEP,八年级上册,Unit 3 I'm more outgoing than my sister.,4,competition,ˌkɒmpəˈtɪʃn,比赛；竞争,n.,He won the singing competition.,他赢了歌唱比赛。
英语,词汇,人教版 PEP,八年级上册,Unit 3 I'm more outgoing than my sister.,5,fantastic,fænˈtæstɪk,极好的,adj.,The show was fantastic.,演出棒极了。
英语,词汇,人教版 PEP,八年级上册,Unit 3 I'm more outgoing than my sister.,6,clearly,ˈklɪəli,清楚地,adv.,Please speak clearly.,请说清楚。
英语,词汇,人教版 PEP,八年级上册,Unit 3 I'm more outgoing than my sister.,7,win,wɪn,赢；获胜,v.,Our team won the game.,我们队赢了比赛。
英语,词汇,人教版 PEP,八年级上册,Unit 3 I'm more outgoing than my sister.,8,though,ðəʊ,虽然；尽管,conj.,Though he is young, he works hard.,虽然他年轻，但工作很努力。
英语,词汇,人教版 PEP,八年级上册,Unit 3 I'm more outgoing than my sister.,9,talented,ˈtæləntɪd,有才华的,adj.,She is a talented dancer.,她是一位有才华的舞者。
英语,词汇,人教版 PEP,八年级上册,Unit 3 I'm more outgoing than my sister.,10,seriously,ˈsɪəriəsli,认真地；严肃地,adv.,Take your study seriously.,认真对待你的学习。
英语,词汇,人教版 PEP,八年级上册,Unit 3 I'm more outgoing than my sister.,11,necessary,ˈnesəsəri,必要的,adj.,It is necessary to learn English.,学英语是必要的。
英语,词汇,人教版 PEP,八年级上册,Unit 3 I'm more outgoing than my sister.,12,both,bəʊθ,两者都,pron./adj.,Both of my parents are teachers.,我父母都是老师。
英语,词汇,人教版 PEP,八年级上册,Unit 4 What's the best movie theater?,1,theater,ˈθɪətə(r),电影院；剧院,n.,The movie theater is big.,这家电影院很大。
英语,词汇,人教版 PEP,八年级上册,Unit 4 What's the best movie theater?,2,comfortable,ˈkʌmftəbl,舒适的,adj.,The seats are comfortable.,座位很舒适。
英语,词汇,人教版 PEP,八年级上册,Unit 4 What's the best movie theater?,3,seat,siːt,座位,n.,This seat is free.,这个座位空着。
英语,词汇,人教版 PEP,八年级上册,Unit 4 What's the best movie theater?,4,screen,skriːn,屏幕,n.,The screen is huge.,屏幕很大。
英语,词汇,人教版 PEP,八年级上册,Unit 4 What's the best movie theater?,5,close,kləʊs,近的；关闭,adj./v.,The theater is close to my home.,电影院离我家很近。
英语,词汇,人教版 PEP,八年级上册,Unit 4 What's the best movie theater?,6,ticket,ˈtɪkɪt,票,n.,The ticket is cheap.,票很便宜。
英语,词汇,人教版 PEP,八年级上册,Unit 4 What's the best movie theater?,7,worst,wɜːst,最差的,adj.,It is the worst movie ever.,这是史上最差的电影。
英语,词汇,人教版 PEP,八年级上册,Unit 4 What's the best movie theater?,8,cheaply,ˈtʃiːpli,便宜地,adv.,You can buy it cheaply there.,你在那里可以便宜地买到。
英语,词汇,人教版 PEP,八年级上册,Unit 4 What's the best movie theater?,9,carefully,ˈkeəfəli,仔细地,adv.,Listen carefully in class.,上课仔细听。
英语,词汇,人教版 PEP,八年级上册,Unit 4 What's the best movie theater?,10,reporter,rɪˈpɔːtə(r),记者,n.,The reporter asks questions.,记者在提问。
英语,词汇,人教版 PEP,八年级上册,Unit 4 What's the best movie theater?,11,fresh,freʃ,新鲜的,adj.,The air is fresh here.,这里的空气很新鲜。
英语,词汇,人教版 PEP,八年级上册,Unit 4 What's the best movie theater?,12,comfortably,ˈkʌmftəbli,舒适地,adv.,Sit comfortably, please.,请坐舒服。
英语,词汇,人教版 PEP,八年级上册,Unit 5 Do you want to watch a game show?,1,sitcom,ˈsɪtkɒm,情景喜剧,n.,I like watching sitcoms.,我喜欢看情景喜剧。
英语,词汇,人教版 PEP,八年级上册,Unit 5 Do you want to watch a game show?,2,news,njuːz,新闻,n.,I watch the news every day.,我每天看新闻。
英语,词汇,人教版 PEP,八年级上册,Unit 5 Do you want to watch a game show?,3,soap opera,səʊp ˈɒprə,肥皂剧,n.,My grandma loves soap operas.,我奶奶爱看肥皂剧。
英语,词汇,人教版 PEP,八年级上册,Unit 5 Do you want to watch a game show?,4,mind,maɪnd,介意；头脑,v./n.,I do not mind them.,我不介意它们。
英语,词汇,人教版 PEP,八年级上册,Unit 5 Do you want to watch a game show?,5,stand,stænd,忍受；站立,v.,I can not stand soap operas.,我受不了肥皂剧。
英语,词汇,人教版 PEP,八年级上册,Unit 5 Do you want to watch a game show?,6,educational,ˌedʒuˈkeɪʃənl,有教育意义的,adj.,The show is educational.,这个节目很有教育意义。
英语,词汇,人教版 PEP,八年级上册,Unit 5 Do you want to watch a game show?,7,plan,plæn,计划；打算,v./n.,I plan to watch the news tonight.,我打算今晚看新闻。
英语,词汇,人教版 PEP,八年级上册,Unit 5 Do you want to watch a game show?,8,hope,həʊp,希望,v./n.,I hope to be a reporter.,我希望成为一名记者。
英语,词汇,人教版 PEP,八年级上册,Unit 5 Do you want to watch a game show?,9,discussion,dɪˈskʌʃn,讨论,n.,We had a discussion about movies.,我们讨论了电影。
英语,词汇,人教版 PEP,八年级上册,Unit 5 Do you want to watch a game show?,10,happen,ˈhæpən,发生,v.,What happened yesterday?,昨天发生了什么？
英语,词汇,人教版 PEP,八年级上册,Unit 5 Do you want to watch a game show?,11,expect,ɪkˈspekt,期待；预期,v.,I expect to learn a lot.,我期待学到很多。
英语,词汇,人教版 PEP,八年级上册,Unit 5 Do you want to watch a game show?,12,joke,dʒəʊk,笑话,n.,He tells funny jokes.,他讲有趣的笑话。
英语,词汇,人教版 PEP,八年级上册,Unit 6 I'm going to study computer science.,1,grow up,ɡrəʊ ʌp,长大,phr.,I want to be a doctor when I grow up.,我长大想当医生。
英语,词汇,人教版 PEP,八年级上册,Unit 6 I'm going to study computer science.,2,programmer,ˈprəʊɡræmə(r),程序员,n.,He wants to be a programmer.,他想当程序员。
英语,词汇,人教版 PEP,八年级上册,Unit 6 I'm going to study computer science.,3,engineer,ˌendʒɪˈnɪə(r),工程师,n.,My uncle is an engineer.,我叔叔是工程师。
英语,词汇,人教版 PEP,八年级上册,Unit 6 I'm going to study computer science.,4,pilot,ˈpaɪlət,飞行员,n.,The pilot flies the plane.,飞行员驾驶飞机。
英语,词汇,人教版 PEP,八年级上册,Unit 6 I'm going to study computer science.,5,scientist,ˈsaɪəntɪst,科学家,n.,She wants to be a scientist.,她想当科学家。
英语,词汇,人教版 PEP,八年级上册,Unit 6 I'm going to study computer science.,6,college,ˈkɒlɪdʒ,大学；学院,n.,He is going to college next year.,他明年上大学。
英语,词汇,人教版 PEP,八年级上册,Unit 6 I'm going to study computer science.,7,education,ˌedʒuˈkeɪʃn,教育,n.,Education is important.,教育很重要。
英语,词汇,人教版 PEP,八年级上册,Unit 6 I'm going to study computer science.,8,medicine,ˈmedsn,医学；药,n.,She wants to study medicine.,她想学医。
英语,词汇,人教版 PEP,八年级上册,Unit 6 I'm going to study computer science.,9,university,ˌjuːnɪˈvɜːsəti,大学,n.,He studies at a university.,他在一所大学学习。
英语,词汇,人教版 PEP,八年级上册,Unit 6 I'm going to study computer science.,10,article,ˈɑːtɪkl,文章,n.,I am writing an article.,我在写一篇文章。
英语,词汇,人教版 PEP,八年级上册,Unit 6 I'm going to study computer science.,11,send,send,发送；寄,v.,I will send you an email.,我会给你发邮件。
英语,词汇,人教版 PEP,八年级上册,Unit 6 I'm going to study computer science.,12,resolution,ˌrezəˈluːʃn,决心；决议,n.,My New Year's resolution is to exercise more.,我的新年决心是多锻炼。
英语,词汇,人教版 PEP,八年级上册,Unit 7 Will people have robots?,1,robot,ˈrəʊbɒt,机器人,n.,Robots can do many things.,机器人能做很多事。
英语,词汇,人教版 PEP,八年级上册,Unit 7 Will people have robots?,2,future,ˈfjuːtʃə(r),未来,n.,In the future, there will be more robots.,未来会有更多机器人。
英语,词汇,人教版 PEP,八年级上册,Unit 7 Will people have robots?,3,pollution,pəˈluːʃn,污染,n.,We must stop pollution.,我们必须阻止污染。
英语,词汇,人教版 PEP,八年级上册,Unit 7 Will people have robots?,4,prediction,prɪˈdɪkʃn,预测；预言,n.,His prediction came true.,他的预测成真了。
英语,词汇,人教版 PEP,八年级上册,Unit 7 Will people have robots?,5,environment,ɪnˈvaɪrənmənt,环境,n.,We should protect the environment.,我们应该保护环境。
英语,词汇,人教版 PEP,八年级上册,Unit 7 Will people have robots?,6,planet,ˈplænɪt,行星,n.,The earth is a planet.,地球是一颗行星。
英语,词汇,人教版 PEP,八年级上册,Unit 7 Will people have robots?,7,earth,ɜːθ,地球,n.,The earth goes around the sun.,地球绕着太阳转。
英语,词汇,人教版 PEP,八年级上册,Unit 7 Will people have robots?,8,plant,plɑːnt,种植；植物,v./n.,We should plant more trees.,我们应该种更多的树。
英语,词汇,人教版 PEP,八年级上册,Unit 7 Will people have robots?,9,part,pɑːt,部分；角色,n.,Everyone should play a part.,每个人都应该出一份力。
英语,词汇,人教版 PEP,八年级上册,Unit 7 Will people have robots?,10,peace,piːs,和平,n.,We all want world peace.,我们都想要世界和平。
英语,词汇,人教版 PEP,八年级上册,Unit 7 Will people have robots?,11,sea,siː,大海,n.,The sea is polluted.,大海被污染了。
英语,词汇,人教版 PEP,八年级上册,Unit 7 Will people have robots?,12,sky,skaɪ,天空,n.,The sky is blue today.,今天天空很蓝。
英语,词汇,人教版 PEP,八年级上册,Unit 8 How do you make a banana milk shake?,1,shake,ʃeɪk,奶昔；摇动,n./v.,The banana milk shake is yummy.,香蕉奶昔很好喝。
英语,词汇,人教版 PEP,八年级上册,Unit 8 How do you make a banana milk shake?,2,blender,ˈblendə(r),搅拌机,n.,Turn on the blender.,打开搅拌机。
英语,词汇,人教版 PEP,八年级上册,Unit 8 How do you make a banana milk shake?,3,peel,piːl,剥皮,v.,Peel the bananas first.,先把香蕉剥皮。
英语,词汇,人教版 PEP,八年级上册,Unit 8 How do you make a banana milk shake?,4,pour,pɔː(r),倒；倾倒,v.,Pour the milk into the blender.,把牛奶倒进搅拌机。
英语,词汇,人教版 PEP,八年级上册,Unit 8 How do you make a banana milk shake?,5,yogurt,ˈjɒɡət,酸奶,n.,Add some yogurt.,加一些酸奶。
英语,词汇,人教版 PEP,八年级上册,Unit 8 How do you make a banana milk shake?,6,honey,ˈhʌni,蜂蜜,n.,Add a spoon of honey.,加一勺蜂蜜。
英语,词汇,人教版 PEP,八年级上册,Unit 8 How do you make a banana milk shake?,7,watermelon,ˈwɔːtəmelən,西瓜,n.,Cut up the watermelon.,把西瓜切开。
英语,词汇,人教版 PEP,八年级上册,Unit 8 How do you make a banana milk shake?,8,spoon,spuːn,勺子,n.,I need a spoon.,我需要一把勺子。
英语,词汇,人教版 PEP,八年级上册,Unit 8 How do you make a banana milk shake?,9,add,æd,加；添加,v.,Add some salt.,加一些盐。
英语,词汇,人教版 PEP,八年级上册,Unit 8 How do you make a banana milk shake?,10,finally,ˈfaɪnəli,最后,adv.,Finally, enjoy the shake.,最后，享用奶昔吧。
英语,词汇,人教版 PEP,八年级上册,Unit 8 How do you make a banana milk shake?,11,salt,sɔːlt,盐,n.,Add a little salt.,加一点盐。
英语,词汇,人教版 PEP,八年级上册,Unit 8 How do you make a banana milk shake?,12,sugar,ˈʃʊɡə(r),糖,n.,Do you want some sugar?,你要加点糖吗？
英语,词汇,人教版 PEP,八年级上册,Unit 9 Can you come to my party?,1,prepare,prɪˈpeə(r),准备,v.,I am preparing for the party.,我在为派对做准备。
英语,词汇,人教版 PEP,八年级上册,Unit 9 Can you come to my party?,2,exam,ɪɡˈzæm,考试,n.,I have an exam tomorrow.,我明天有考试。
英语,词汇,人教版 PEP,八年级上册,Unit 9 Can you come to my party?,3,flu,fluː,流感,n.,He has the flu today.,他今天得了流感。
英语,词汇,人教版 PEP,八年级上册,Unit 9 Can you come to my party?,4,available,əˈveɪləbl,有空的,adj.,Are you available this weekend?,你这个周末有空吗？
英语,词汇,人教版 PEP,八年级上册,Unit 9 Can you come to my party?,5,until,ənˈtɪl,直到……为止,prep./conj.,I can not come until Friday.,我要到周五才能来。
英语,词汇,人教版 PEP,八年级上册,Unit 9 Can you come to my party?,6,hang,hæŋ,闲逛；悬挂,v.,Let us hang out tonight.,我们今晚出去玩吧。
英语,词汇,人教版 PEP,八年级上册,Unit 9 Can you come to my party?,7,catch,kætʃ,赶上；抓住,v.,Catch the early bus tomorrow.,明天赶早班车。
英语,词汇,人教版 PEP,八年级上册,Unit 9 Can you come to my party?,8,invite,ɪnˈvaɪt,邀请,v.,I will invite my friends.,我会邀请我的朋友们。
英语,词汇,人教版 PEP,八年级上册,Unit 9 Can you come to my party?,9,accept,əkˈsept,接受,v.,I accept your invitation.,我接受你的邀请。
英语,词汇,人教版 PEP,八年级上册,Unit 9 Can you come to my party?,10,refuse,rɪˈfjuːz,拒绝,v.,Do not refuse her kindness.,不要拒绝她的好意。
英语,词汇,人教版 PEP,八年级上册,Unit 9 Can you come to my party?,11,weekday,ˈwiːkdeɪ,工作日,n.,I am busy on weekdays.,我工作日很忙。
英语,词汇,人教版 PEP,八年级上册,Unit 9 Can you come to my party?,12,invitation,ˌɪnvɪˈteɪʃn,邀请；请柬,n.,Thanks for your invitation.,谢谢你的邀请。
英语,词汇,人教版 PEP,八年级上册,Unit 10 If you go to the party, you'll have a great time!,1,meeting,ˈmiːtɪŋ,会议,n.,We have a meeting today.,我们今天有个会议。
英语,词汇,人教版 PEP,八年级上册,Unit 10 If you go to the party, you'll have a great time!,2,video,ˈvɪdiəʊ,视频；录像,n.,Let us watch a video.,我们看个视频吧。
英语,词汇,人教版 PEP,八年级上册,Unit 10 If you go to the party, you'll have a great time!,3,organize,ˈɔːɡənaɪz,组织,v.,We will organize a party.,我们将组织一个派对。
英语,词汇,人教版 PEP,八年级上册,Unit 10 If you go to the party, you'll have a great time!,4,chocolate,ˈtʃɒklət,巧克力,n.,I like chocolate cake.,我喜欢巧克力蛋糕。
英语,词汇,人教版 PEP,八年级上册,Unit 10 If you go to the party, you'll have a great time!,5,upset,ʌpˈset,难过的；沮丧的,adj.,She was upset yesterday.,她昨天很难过。
英语,词汇,人教版 PEP,八年级上册,Unit 10 If you go to the party, you'll have a great time!,6,taxi,ˈtæksi,出租车,n.,Let us take a taxi home.,我们打车回家吧。
英语,词汇,人教版 PEP,八年级上册,Unit 10 If you go to the party, you'll have a great time!,7,advice,ədˈvaɪs,建议,n.,Can you give me some advice?,你能给我一些建议吗？
英语,词汇,人教版 PEP,八年级上册,Unit 10 If you go to the party, you'll have a great time!,8,travel,ˈtrævl,旅行,v./n.,I want to travel around the world.,我想环游世界。
英语,词汇,人教版 PEP,八年级上册,Unit 10 If you go to the party, you'll have a great time!,9,agent,ˈeɪdʒənt,代理人；经纪人,n.,Talk to a travel agent.,和旅行社谈谈。
英语,词汇,人教版 PEP,八年级上册,Unit 10 If you go to the party, you'll have a great time!,10,expert,ˈekspɜːt,专家,n.,He is an expert in English.,他是英语专家。
英语,词汇,人教版 PEP,八年级上册,Unit 10 If you go to the party, you'll have a great time!,11,teenager,ˈtiːneɪdʒə(r),青少年,n.,Teenagers need enough sleep.,青少年需要充足睡眠。
英语,词汇,人教版 PEP,八年级上册,Unit 10 If you go to the party, you'll have a great time!,12,normal,ˈnɔːml,正常的,adj.,It is normal to feel tired.,感到累是正常的。
