subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,三年级下册,Unit 3 At the zoo,12,tall,tɔːl,高的,adj.,The giraffe is tall.,长颈鹿很高。
英语,词汇,人教版 PEP,三年级下册,Unit 4 Where is my car?,1,where,weə(r),哪里,adv.,Where is my car?,我的小汽车在哪里？
英语,词汇,人教版 PEP,三年级下册,Unit 4 Where is my car?,2,car,kɑː(r),小汽车,n.,My car is red.,我的小汽车是红色的。
英语,词汇,人教版 PEP,三年级下册,Unit 4 Where is my car?,3,ball,bɔːl,球,n.,The ball is under the chair.,球在椅子下面。
英语,词汇,人教版 PEP,三年级下册,Unit 4 Where is my car?,4,boat,bəʊt,小船,n.,The boat is on the water.,小船在水上。
英语,词汇,人教版 PEP,三年级下册,Unit 4 Where is my car?,5,map,mæp,地图,n.,The map is on the wall.,地图在墙上。
英语,词汇,人教版 PEP,三年级下册,Unit 4 Where is my car?,6,cap,kæp,帽子,n.,My cap is blue.,我的帽子是蓝色的。
英语,词汇,人教版 PEP,三年级下册,Unit 4 Where is my car?,7,toy,tɔɪ,玩具,n.,I have many toys.,我有很多玩具。
英语,词汇,人教版 PEP,三年级下册,Unit 4 Where is my car?,8,box,bɒks,盒子；箱子,n.,The toys are in the box.,玩具在盒子里。
英语,词汇,人教版 PEP,三年级下册,Unit 4 Where is my car?,9,in,ɪn,在……里,prep.,The ball is in the box.,球在盒子里。
英语,词汇,人教版 PEP,三年级下册,Unit 4 Where is my car?,10,on,ɒn,在……上,prep.,The map is on the wall.,地图在墙上。
英语,词汇,人教版 PEP,三年级下册,Unit 4 Where is my car?,11,under,ˈʌndə(r),在……下面,prep.,The cat is under the desk.,猫在书桌下面。
英语,词汇,人教版 PEP,三年级下册,Unit 4 Where is my car?,12,find,faɪnd,找到；发现,v.,I can find my car.,我能找到我的小汽车。
英语,词汇,人教版 PEP,三年级下册,Unit 5 Do you like pears?,1,pear,peə(r),梨,n.,I like pears.,我喜欢梨。
英语,词汇,人教版 PEP,三年级下册,Unit 5 Do you like pears?,2,apple,ˈæpl,苹果,n.,An apple a day keeps the doctor away.,一天一苹果，医生远离我。
英语,词汇,人教版 PEP,三年级下册,Unit 5 Do you like pears?,3,banana,bəˈnɑːnə,香蕉,n.,The banana is sweet.,香蕉很甜。
英语,词汇,人教版 PEP,三年级下册,Unit 5 Do you like pears?,4,orange,ˈɒrɪndʒ,橙子,n.,I have an orange.,我有一个橙子。
英语,词汇,人教版 PEP,三年级下册,Unit 5 Do you like pears?,5,grape,ɡreɪp,葡萄,n.,Grapes are purple.,葡萄是紫色的。
英语,词汇,人教版 PEP,三年级下册,Unit 5 Do you like pears?,6,watermelon,ˈwɔːtəmelən,西瓜,n.,The watermelon is big.,西瓜很大。
英语,词汇,人教版 PEP,三年级下册,Unit 5 Do you like pears?,7,strawberry,ˈstrɔːbəri,草莓,n.,The strawberry is red.,草莓是红色的。
英语,词汇,人教版 PEP,三年级下册,Unit 5 Do you like pears?,8,fruit,fruːt,水果,n.,I like fruit very much.,我非常喜欢水果。
英语,词汇,人教版 PEP,三年级下册,Unit 5 Do you like pears?,9,like,laɪk,喜欢,v.,Do you like pears?,你喜欢梨吗？
英语,词汇,人教版 PEP,三年级下册,Unit 5 Do you like pears?,10,have,hæv,有；吃,v.,Have some grapes.,吃点葡萄吧。
英语,词汇,人教版 PEP,三年级下册,Unit 5 Do you like pears?,11,eat,iːt,吃,v.,I eat apples every day.,我每天吃苹果。
英语,词汇,人教版 PEP,三年级下册,Unit 5 Do you like pears?,12,buy,baɪ,买,v.,Let us buy some fruit.,我们买点水果吧。
英语,词汇,人教版 PEP,三年级下册,Unit 6 How many?,1,eleven,ɪˈlevn,十一,num.,I see eleven birds.,我看到十一只鸟。
英语,词汇,人教版 PEP,三年级下册,Unit 6 How many?,2,twelve,twelv,十二,num.,There are twelve months.,一年有十二个月。
英语,词汇,人教版 PEP,三年级下册,Unit 6 How many?,3,thirteen,ˌθɜːˈtiːn,十三,num.,Thirteen ducks are here.,这里有十三只鸭子。
英语,词汇,人教版 PEP,三年级下册,Unit 6 How many?,4,fourteen,ˌfɔːˈtiːn,十四,num.,I have fourteen crayons.,我有十四支蜡笔。
英语,词汇,人教版 PEP,三年级下册,Unit 6 How many?,5,fifteen,ˌfɪfˈtiːn,十五,num.,Fifteen students are playing.,十五个学生在玩。
英语,词汇,人教版 PEP,三年级下册,Unit 6 How many?,6,sixteen,ˌsɪksˈtiːn,十六,num.,She is sixteen years old.,她十六岁了。
英语,词汇,人教版 PEP,三年级下册,Unit 6 How many?,7,seventeen,ˌsevnˈtiːn,十七,num.,There are seventeen books.,有十七本书。
英语,词汇,人教版 PEP,三年级下册,Unit 6 How many?,8,eighteen,ˌeɪˈtiːn,十八,num.,He is eighteen years old.,他十八岁了。
英语,词汇,人教版 PEP,三年级下册,Unit 6 How many?,9,nineteen,ˌnaɪnˈtiːn,十九,num.,Nineteen kites are flying.,十九只风筝在飞。
英语,词汇,人教版 PEP,三年级下册,Unit 6 How many?,10,twenty,ˈtwenti,二十,num.,I have twenty stickers.,我有二十张贴纸。
英语,词汇,人教版 PEP,三年级下册,Unit 6 How many?,11,kite,kaɪt,风筝,n.,The kite is beautiful.,风筝很漂亮。
英语,词汇,人教版 PEP,三年级下册,Unit 6 How many?,12,count,kaʊnt,数（数）,v.,Count the kites.,数一数风筝。
